Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
560,John Rave,28,KCR,AL,0.4,7,16,13,3,4,2,1,1,1,0,0,3,5,0.308,0.438,0.846,1.284,253,0.51,234,11,0,0,0,0,0,/9H7D,,ravejo01
561,Kyle Farmer,35,ATL,NL,-0.1,10,15,14,2,4,1,0,0,3,0,0,0,4,0.286,0.267,0.357,0.624,75,0.264,62,5,0,0,0,1,0,/HD56,,farmeky01
562,Christian Koss,28,SFG,NL,-0.2,9,15,14,1,1,1,0,0,0,0,0,0,2,0.071,0.133,0.143,0.276,-21,0.132,-30,2,0,1,0,0,0,/4H16D,,kossch01
563,Dylan Moore,33,PHI,NL,-0.2,13,15,12,3,0,0,0,0,0,1,0,3,6,0,0.2,0,0.2,-39,0.156,-36,0,0,0,0,0,0,H/3178D4,,mooredy01
564,Ryan Mountcastle,29,BAL,AL,-0.1,8,15,14,0,4,1,0,0,1,0,0,1,2,0.286,0.333,0.357,0.69,95,0.306,90,5,0,0,0,0,0,/H3D,,mountry01
565,Trey Mancini,34,LAA,AL,0,5,14,13,1,4,0,1,0,4,0,0,0,3,0.308,0.286,0.462,0.747,107,0.308,93,6,1,0,0,1,0,/3DH,,mancitr01
566,Sean Murphy,31,ATL,NL,-0.3,4,14,14,1,1,0,0,0,0,0,0,0,6,0.071,0.071,0.071,0.143,-59,0.065,-81,1,1,0,0,0,0,/2,,murphse01
567,Tommy Pham,38,NYM,NL,-0.4,9,14,13,1,0,0,0,0,0,0,0,1,7,0,0.071,0,0.071,-78,0.05,-93,0,0,0,0,0,0,/7H,,phamth01
568,Vidal Bruján,28,NYM,NL,0,9,13,11,4,1,0,0,0,1,0,1,1,1,0.091,0.167,0.091,0.258,-25,0.083,-51,1,0,0,1,0,0,/6H7,,brujavi01
569,Kyler Fedko,26,MIN,AL,-0.3,8,13,10,0,0,0,0,0,1,0,1,2,4,0,0.154,0,0.154,-52,0.069,-52,0,0,0,0,1,0,/7H89,,fedkoky01
570,Collin Price,26,HOU,AL,0,7,13,12,1,2,1,0,0,0,0,0,1,6,0.167,0.231,0.25,0.481,35,0.221,28,3,0,0,0,0,0,/2H3D,,priceco01
571,LaMonte Wade Jr.,32,HOU,AL,0,4,13,12,2,4,2,0,1,4,0,0,1,3,0.333,0.385,0.75,1.135,208,0.467,201,9,0,0,0,0,0,/73H,,wadela01
572,Oliver Dunn,28,TBR,AL,-0.2,9,12,11,4,1,0,0,0,1,0,0,1,3,0.091,0.167,0.091,0.258,-26,0.126,-40,1,0,0,0,0,0,/H65D,,dunnol01
573,Nick Morabito,23,NYM,NL,-0.3,5,12,11,0,0,0,0,0,0,0,1,0,9,0,0.083,0,0.083,-74,0.019,-85,0,0,1,0,0,0,/7DH9,,morabni01
574,Johnathan Rodríguez,26,BAL,AL,-0.2,5,11,7,0,0,0,0,0,1,0,0,3,4,0,0.273,0,0.273,-14,0.191,10,0,1,0,0,1,0,/9HD,,rodrijo10
575,Kevin Alcántara,23,CHC,NL,0,12,10,9,1,1,0,0,0,0,0,1,1,4,0.111,0.2,0.111,0.311,-7,0.11,-9,1,0,0,0,0,0,/HD87,,alcanke01
576,Ryan Bliss,26,SEA,AL,0,3,10,8,0,1,0,0,0,1,0,0,1,3,0.125,0.2,0.125,0.325,-4,0.161,-7,1,0,0,0,1,0,/4DH,,blissry01
577,Junior Pérez,24,CHW,AL,0,6,10,9,1,2,0,0,1,1,0,1,1,4,0.222,0.3,0.556,0.856,134,0.314,131,5,0,0,0,0,0,/87H9,,perezju03
578,Josh Rojas,32,KCR,AL,0.2,5,10,10,2,3,1,0,1,4,0,0,0,1,0.3,0.3,0.7,1,172,0.421,172,7,0,0,0,0,0,/H456,,rojasjo01
579,Nick Solak,31,SDP,NL,-0.1,4,10,7,0,1,0,0,0,1,0,0,1,0,0.143,0.3,0.143,0.443,30,0.223,30,1,0,1,0,1,0,/DH,,solakni01
580,Rowdy Tellez,31,ATL,NL,0,6,10,10,2,2,0,0,1,4,0,0,0,3,0.2,0.2,0.5,0.7,90,0.293,83,5,0,0,0,0,0,/H3D,,tellero01
581,Luis Urías,29,TOR,AL,0.2,3,10,9,1,3,0,0,1,2,0,0,1,1,0.333,0.4,0.667,1.067,184,0.446,181,6,0,0,0,0,0,/4,,uriaslu01
582,Joey Meneses,34,ATH,AL,-0.1,3,9,7,0,1,0,0,0,1,0,0,2,1,0.143,0.333,0.143,0.476,37,0.257,49,1,1,0,0,0,0,/D,,menesjo01
583,Kyle Teel,24,CHW,AL,0,2,9,7,1,1,0,0,0,0,0,0,1,3,0.143,0.333,0.143,0.476,40,0.26,57,1,0,1,0,0,0,/2,,teelky01
584,Jace Jung,25,DET,AL,0,3,8,6,1,1,0,0,0,0,0,0,2,1,0.167,0.375,0.167,0.542,58,0.289,74,1,0,0,0,0,0,/D,,jungja01
585,Buddy Kennedy,27,SFG,NL,-0.2,7,8,7,0,0,0,0,0,0,0,0,1,3,0,0.125,0,0.125,-60,0.087,-61,0,0,0,0,0,0,/H514D,,kennebu01
586,Steward Berroa,27,PHI,NL,-0.1,6,7,7,0,1,0,0,0,1,0,0,0,4,0.143,0.143,0.143,0.286,-22,0.129,-44,1,0,0,0,0,0,/897,,berrost01
587,Deyvison De Los Santos,23,MIA,NL,0,3,7,7,0,2,1,0,0,0,0,0,0,3,0.286,0.286,0.429,0.714,100,0.294,84,3,0,0,0,0,0,/3D,,delosde01
588,Ben Malgeri,26,DET,AL,0,2,7,6,1,2,0,0,0,1,0,0,0,3,0.333,0.286,0.333,0.619,71,0.259,53,2,0,0,0,1,0,/98,,malgebe01
589,Jared Oliva,30,SFG,NL,0,7,7,7,1,1,0,0,0,0,1,0,0,1,0.143,0.143,0.143,0.286,-18,0.164,-31,1,1,0,0,0,0,/8H7,,olivaja01
590,Ryan Ritter,25,COL,NL,-0.1,6,7,7,1,1,0,0,0,0,0,0,0,3,0.143,0.143,0.143,0.286,-23,0.129,-50,1,0,0,0,0,0,/4H,,rittery01
591,Brett Harris,28,ATH,AL,0.1,5,6,4,0,0,0,0,0,0,0,0,1,2,0,0.333,0,0.333,2,0.239,36,0,0,1,0,0,0,/5H4,,harribr02
592,Logan Porter,30,2TM,2LG,0.1,3,6,4,2,1,1,0,0,0,0,0,2,2,0.25,0.5,0.5,1,185,0.444,187,2,0,0,0,0,0,/2H,,portelo01
593,Logan Porter,30,SFG,NL,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/H,,portelo01
594,Logan Porter,30,LAA,AL,0.1,2,6,4,1,1,1,0,0,0,0,0,2,2,0.25,0.5,0.5,1,185,0.444,187,2,0,0,0,0,0,/2,,portelo01
595,Will Wilson,27,SEA,AL,0,2,6,5,1,1,0,0,1,2,0,0,1,1,0.2,0.333,0.8,1.133,212,0.457,200,4,0,0,0,0,0,/5,,wilsowi03
596,Luken Baker,29,ARI,NL,-0.1,3,5,5,0,1,0,0,0,0,0,0,0,3,0.2,0.2,0.2,0.4,12,0.181,-4,1,0,0,0,0,0,/3H,,bakerlu01
597,Trei Cruz,27,DET,AL,-0.2,2,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-129,0,0,0,0,0,0,/79,,cruztr01
598,Rafael Flores,25,PIT,NL,0.2,2,5,3,2,2,1,0,1,2,0,0,2,0,0.667,0.8,2,2.8,639,0.936,539,6,0,0,0,0,0,/2,,florera03
599,Jim Jarvis,25,ATL,NL,-0.1,2,5,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,14,0.181,2,1,0,0,0,0,0,/6,,jarviji01
600,Michael Stefanic,30,ATH,AL,0,2,5,5,1,2,0,0,0,0,0,0,0,1,0.4,0.4,0.4,0.8,119,0.363,122,2,0,0,0,0,0,/46H,,stefami01
601,Dylan Carlson,27,CHC,NL,-0.2,3,4,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-124,0,0,0,0,0,0,/H79D,,carlsdy01
602,Gabriel González,22,MIN,AL,0.1,1,4,2,1,1,0,0,0,0,0,0,2,0,0.5,0.75,0.5,1.25,256,0.553,261,1,0,0,0,0,0,/7,,gonzaga03
603,Kiké Hernández,34,LAD,NL,0.2,2,4,4,2,4,2,0,1,2,0,0,0,0,1,1,2.25,3.25,777,1.336,824,9,0,0,0,0,0,/5,,hernaen02
604,Scott Kingery,32,CHC,NL,-0.2,8,4,4,2,1,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,44,0.287,39,1,0,0,0,0,0,/HD45,,kingesc01
605,Davis Wendzel,29,PIT,NL,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-133,0,0,0,0,0,0,/34H,,wendzda01
606,Justin Dean,29,CHC,NL,0.1,3,3,3,1,2,0,1,0,3,0,0,0,0,0.667,0.667,1.333,2,455,0.829,474,4,0,0,0,0,0,/98,,deanju01
607,Blake Hunt,27,SDP,NL,0,2,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-132,0,0,0,0,0,0,/2,,huntbl01
608,Omar Martínez,24,LAA,AL,0,5,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,90,0.303,89,1,0,0,0,0,0,/2H,,martiom01
609,Brian Navarreto,31,MIA,NL,0.1,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5,59,0.349,135,0,0,0,1,0,0,/2,,navarbr01
610,Jair Camargo,26,ATL,NL,0.1,1,2,2,1,1,1,0,0,0,0,0,0,1,0.5,0.5,1,1.5,311,0.627,322,2,0,0,0,0,0,/2H,,camarja01
611,Jeferson Quero,23,MIL,NL,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,55,0.349,117,0,0,0,0,0,0,/2,,queroje01
612,Maverick Handley,28,BAL,AL,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-117,0,0,0,0,0,0,/H,,handlma01
613,Michael Siani,26,BAL,AL,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-117,0,0,0,0,0,0,/8,,sianimi01
614,Luke Williams,29,ATL,NL,-0.1,2,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,,0.699,382,0,0,0,0,0,0,/47H,,willilu01
615,Clayton Beeter,27,WSN,NL,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,beetecl01
616,Paul Blackburn,32,NYY,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,blackpa01
617,Kyle Bradish,29,BAL,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bradiky01
618,Aroldis Chapman,38,BOS,AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,chapmar01
619,Jack Dreyer,27,LAD,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,dreyeja01
620,Jhoan Duran,28,PHI,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,duranjh01
621,Lucas Erceg,31,KCR,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,erceglu01
622,Carlos Estévez,33,KCR,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,estevca01
623,Pete Fairbanks,32,MIA,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,fairbpe01
624,Didier Fuentes,21,ATL,NL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,fuentdi01
625,Rico Garcia,32,BAL,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,garciri01
626,Cade Gibson,28,MIA,NL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,gibsoca01
627,J.T. Ginn,27,ATH,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,ginnjt01
628,Edgardo Henriquez,24,LAD,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,henried01
629,Sam Hentges,29,SFG,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,hentgsa01
630,Raisel Iglesias,36,ATL,NL,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,iglesra01
631,William Kempner,25,MIA,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,kempnwi01
632,Orion Kerkering,25,PHI,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,kerkeor01
633,Tyler Kinley,35,ATL,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,kinlety01
634,Alex Lange,30,KCR,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,langeal01
635,Jacob Latz,30,TEX,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,latzja01
636,Jonathan Loáisiga,31,ARI,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,loaisjo01
637,Reynaldo López,32,ATL,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,lopezre01
638,Brad Lord,26,WSN,NL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,lordbr02
639,Trevor Megill,32,MIL,NL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,megiltr01
640,Daniel Palencia,26,CHC,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,palenda01
641,Chad Patrick,27,MIL,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,patrich01
642,Jack Perkins,26,ATH,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,perkija01
643,Orlando Ribalta,28,WSN,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,ribalor01
644,JR Ritchie,23,ATL,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,ritchjr01
645,Ryan Rolison,28,CHC,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,rolisry01
646,Paxton Schultz,28,WSN,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,schulpa01
647,Connor Seabold,30,KCR,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,seaboco01
648,Chase Shugart,29,PHI,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,shugach01
649,Cade Smith,27,CLE,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,smithca06
650,Dylan Smith,26,SFG,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,smithdy01
651,George Soriano,27,STL,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,soriage01
652,Gabe Speier,31,SEA,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,speiega01
653,Robert Suarez,35,ATL,NL,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,suarero01
654,Caleb Thielbar,39,CHC,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,thielca01
655,Ricky Vanasco,27,DET,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,vanasri01
656,Gus Varland,29,WSN,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,varlagu01
657,Alex Vesia,30,LAD,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,vesiaal01
658,Will Vest,31,DET,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,vestwi01
659,Victor Vodnik,26,COL,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,vodnivi01
660,Luke Weaver,32,NYM,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,weavelu01
661,Garrett Whitlock,30,BOS,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,whitlga01
662,Devin Williams,31,NYM,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,willide03
663,Keaton Winn,28,SFG,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,winnke01
,MLB Average,,,,,,,,,,,,,,,,,,0.243,0.319,0.4,0.719,100,0.323,100,,,,,,,,,-9999
